types,uri,prefLabel,notations,altLabels,definition,exactMatches,inScheme,topConceptOf,isSubjectOfs,collections,casNumbers,inchi,iupacName,pubchem,smiles,formula,vmmParameterIds,seeAlso,inchikey
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPFYMRJSYKOXGV-UHFFFAOYSA-N,enrofloxacine,enrfxcne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,93106-60-6,"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",1-cyclopropyl-7-(4-ethylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,C19H22FN3O3,,https://pubchem.ncbi.nlm.nih.gov/compound/71188,InChIKey=SPFYMRJSYKOXGV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPJOZZSIXXJYBT-UHFFFAOYSA-N,fenson,fensn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,80-38-6,"InChI=1S/C12H9ClO3S/c13-10-6-8-11(9-7-10)16-17(14,15)12-4-2-1-3-5-12/h1-9H",(4-chlorophenyl) benzenesulfonate,6636,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)Cl,C12H9ClO3S,,https://pubchem.ncbi.nlm.nih.gov/compound/6636,InChIKey=SPJOZZSIXXJYBT-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPNQRCTZKIBOAX-UHFFFAOYSA-N,butralin,butln,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,33629-47-9|12676-07-2,"InChI=1S/C14H21N3O4/c1-6-9(2)15-13-11(16(18)19)7-10(14(3,4)5)8-12(13)17(20)21/h7-9,15H,6H2,1-5H3","N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",36565,CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],C14H21N3O4,,https://pubchem.ncbi.nlm.nih.gov/compound/36565,InChIKey=SPNQRCTZKIBOAX-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPOWAUDUGZVURQ-UHFFFAOYSA-N,"2,6-diamino-4-nitrotolueen",26DAo4NO2Tol,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,59229-75-3,"InChI=1S/C7H9N3O2/c1-4-6(8)2-5(10(11)12)3-7(4)9/h2-3H,8-9H2,1H3","2-methyl-5-nitrobenzene-1,3-diamine",91671,CC1=C(C=C(C=C1N)[N+](=O)[O-])N,C7H9N3O2,,https://pubchem.ncbi.nlm.nih.gov/compound/91671,InChIKey=SPOWAUDUGZVURQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPPWGCYEYAMHDT-UHFFFAOYSA-N,"1,4-di-isopropylbenzeen",14DiC3yeBen,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,700-18-5|100-18-5,"InChI=1S/C12H18/c1-9(2)11-5-7-12(8-6-11)10(3)4/h5-10H,1-4H3","1,4-di(propan-2-yl)benzene",7486,CC(C)C1=CC=C(C=C1)C(C)C,C12H18,,https://pubchem.ncbi.nlm.nih.gov/compound/7486,InChIKey=SPPWGCYEYAMHDT-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPSSULHKWOKEEL-UHFFFAOYSA-N,"2,4,6-trinitrotolueen (tnt)",TNT,"2,4,6-trinitrotolueen (TNT)",,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,118-96-7,"InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3","2-Methyl-1,3,5-trinitrobenzene",8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C7H5N3O6,,https://pubchem.ncbi.nlm.nih.gov/compound/8376,InChIKey=SPSSULHKWOKEEL-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPTHHTGLGVZZRH-UHFFFAOYSA-N,arsenobetaïne,,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,64436-13-1,"InChI=1S/C5H11AsO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",2-trimethylarsoniumylacetate,47364,C[As+](C)(C)CC(=O)[O-],C5H11AsO2,,https://pubchem.ncbi.nlm.nih.gov/compound/47364,InChIKey=SPTHHTGLGVZZRH-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SPURMHFLEKVAAS-UHFFFAOYSA-N,1-docoseen,1C22e,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,29730-67-4|1599-67-3|93924-10-8,"InChI=1S/C22H44/c1-3-5-7-9-11-13-15-17-19-21-22-20-18-16-14-12-10-8-6-4-2/h3H,1,4-22H2,2H3",docos-1-ene,74138,CCCCCCCCCCCCCCCCCCCCC=C,C22H44,,https://pubchem.ncbi.nlm.nih.gov/compound/74138,InChIKey=SPURMHFLEKVAAS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SQCZQTSHSZLZIQ-UHFFFAOYSA-N,1-chloorpentaan,1ClC5a,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,29656-63-1|543-59-9,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",1-Chloropentane,10977,CCCCCCl,C5H11Cl,,https://pubchem.ncbi.nlm.nih.gov/compound/10977,InChIKey=SQCZQTSHSZLZIQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SQFLFRQWPBEDHM-UHFFFAOYSA-N,4-chloor-2-nitrotolueen,4Cl2NO2Tol,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_89-59-8,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,89-59-8,"InChI=1S/C7H6ClNO2/c1-5-2-3-6(8)4-7(5)9(10)11/h2-4H,1H3",4-chloro-1-methyl-2-nitrobenzene,6975,CC1=C(C=C(C=C1)Cl)[N+](=O)[O-],C7H6ClNO2,362,https://pubchem.ncbi.nlm.nih.gov/compound/6975,InChIKey=SQFLFRQWPBEDHM-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SQNZJJAZBFDUTD-UHFFFAOYSA-N,"1,2,4,5-tetramethylbenzeen",1245T4C1yBen,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,95-93-2,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3","1,2,4,5-Tetramethylbenzene",7269,CC1=CC(=C(C=C1C)C)C,C10H14,,https://pubchem.ncbi.nlm.nih.gov/compound/7269,InChIKey=SQNZJJAZBFDUTD-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SQYNKIJPMDEDEG-UHFFFAOYSA-N,paraldehyde,parAh,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,123-63-7|51289-71-5|1499-02-1,"InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3","2,4,6-Trimethyl-1,3,5-trioxane",31264,CC1OC(OC(O1)C)C,C6H12O3,,https://pubchem.ncbi.nlm.nih.gov/compound/31264,InChIKey=SQYNKIJPMDEDEG-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SRCNPEKLEHSVCL-UHFFFAOYSA-N,"1,1,1,2-tetrachloor-2-fluorethaan",HCFK121a,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,354-11-0,"InChI=1S/C2HCl4F/c3-1(7)2(4,5)6/h1H","1,1,1,2-Tetrachloro-2-fluoroethane",61104,C(C(Cl)(Cl)Cl)(F)Cl,C2HCl4F,,https://pubchem.ncbi.nlm.nih.gov/compound/61104,InChIKey=SRCNPEKLEHSVCL-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SRJQTHAZUNRMPR-UYQKXTDMSA-N,spinosynA,spinsnA,spinosyna,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,131929-60-7,"InChI=1S/C41H65NO10/c1-10-26-12-11-13-34(52-36-17-16-33(42(5)6)23(3)48-36)22(2)37(44)32-20-30-28(31(32)21-35(43)50-26)15-14-25-18-27(19-29(25)30)51-41-40(47-9)39(46-8)38(45-7)24(4)49-41/h14-15,20,22-31,33-34,36,38-41H,10-13,16-19,21H2,1-9H3/t22-,23-,24+,25-,26+,27-,28-,29-,30-,31+,33+,34+,36+,38+,39-,40-,41+/m1/s1",,443059,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,C41H65NO10,,https://pubchem.ncbi.nlm.nih.gov/compound/443059,InChIKey=SRJQTHAZUNRMPR-UYQKXTDMSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SRMWNTGHXHOWBT-UHFFFAOYSA-N,n-methyl perfluoroctaansulfonamide,MeFOSA,N-methyl perfluoroctaansulfonamide|N-methylperfluoroctaansulfonamide|n-methylperfluor-n-octaansulfonamide|n-methylperfluor-n-octaansulfonamide (mepfosa)|n-methylperfluoroctaan-1-sulfonamide (mepfosa),,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,31506-32-8|122526-47-0,"InChI=1S/C9H4F17NO2S/c1-27-30(28,29)9(25,26)7(20,21)5(16,17)3(12,13)2(10,11)4(14,15)6(18,19)8(22,23)24/h27H,1H3","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",3034468,CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H4F17NO2S,,https://pubchem.ncbi.nlm.nih.gov/compound/3034468,InChIKey=SRMWNTGHXHOWBT-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SRONXYPFSAKOGH-UHFFFAOYSA-N,cyclopentadecaan,cycC15a,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,295-48-7,InChI=1S/C15H30/c1-2-4-6-8-10-12-14-15-13-11-9-7-5-3-1/h1-15H2,Cyclopentadecane,67525,C1CCCCCCCCCCCCCC1,C15H30,,https://pubchem.ncbi.nlm.nih.gov/compound/67525,InChIKey=SRONXYPFSAKOGH-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SRSXLGNVWSONIS-UHFFFAOYSA-N,benzeensulfonzuur,Bensfzr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,98-11-3,"InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)",BENZENESULFONIC ACID,7371,C1=CC=C(C=C1)S(=O)(=O)O,C6H6O3S,,https://pubchem.ncbi.nlm.nih.gov/compound/7371,InChIKey=SRSXLGNVWSONIS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SSBRSHIQIANGKS-UHFFFAOYSA-N,monocarbamidedihydrogensulfaat,MCDS,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,21351-39-3,"InChI=1S/CH4N2O.H2O4S/c2-1(3)4;1-5(2,3)4/h(H4,2,3,4);(H2,1,2,3,4)",sulfuric acid; urea,159909,C(=O)(N)N.OS(=O)(=O)O,CH6N2O5S,,https://pubchem.ncbi.nlm.nih.gov/compound/159909,InChIKey=SSBRSHIQIANGKS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SSDSCDGVMJFTEQ-UHFFFAOYSA-N,"octadecyl 3-(3,5-di-tert-butyl-4-hydroxyfenyl)propanoaat",C18y335DttC4,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2082-79-3|156511-59-0|69093-37-4|119764-08-8|80693-11-4|109265-64-7,"InChI=1S/C35H62O3/c1-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-38-32(36)25-24-29-27-30(34(2,3)4)33(37)31(28-29)35(5,6)7/h27-28,37H,8-26H2,1-7H3","octadecyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate",16386,CCCCCCCCCCCCCCCCCCOC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,C35H62O3,,https://pubchem.ncbi.nlm.nih.gov/compound/16386,InChIKey=SSDSCDGVMJFTEQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SSIMHHUMYMHNID-UHFFFAOYSA-N,p-chloor-m-cresol,pClmcsl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,35421-08-0,"InChI=1S/C7H7ClO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H,5H2",4-(chloromethyl)phenol,35684,C1=CC(=CC=C1CCl)O,C7H7ClO,,https://pubchem.ncbi.nlm.nih.gov/compound/35684,InChIKey=SSIMHHUMYMHNID-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SSIZLKDLDKIHEV-UHFFFAOYSA-N,"2,6-dibroomfenol",26DBrFol,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,608-33-3,"InChI=1S/C6H4Br2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H","2,6-Dibromophenol",11847,C1=CC(=C(C(=C1)Br)O)Br,C6H4Br2O,,https://pubchem.ncbi.nlm.nih.gov/compound/11847,InChIKey=SSIZLKDLDKIHEV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SSZWWUDQMAHNAQ-UHFFFAOYSA-N,monochloorhydrine,MClhdne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,96-24-2|69420-22-0|52340-46-2,"InChI=1S/C3H7ClO2/c4-1-3(6)2-5/h3,5-6H,1-2H2","3-Chloropropane-1,2-diol",7290,C(C(CCl)O)O,C3H7ClO2,,https://pubchem.ncbi.nlm.nih.gov/compound/7290,InChIKey=SSZWWUDQMAHNAQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STAPBGVGYWCRTF-UHFFFAOYSA-M,mcpa natriumzout,MCPANazt,MCPA natriumzout,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,3653-48-3|11100-01-9|11114-06-0,"InChI=1S/C9H9ClO3.Na/c1-6-4-7(10)2-3-8(6)13-5-9(11)12;/h2-4H,5H2,1H3,(H,11,12);/q;+1/p-1",sodium 2-(4-chloro-2-methylphenoxy)acetate,19292,CC1=C(C=CC(=C1)Cl)OCC(=O)[O-].[Na+],C9H8ClNaO3,,https://pubchem.ncbi.nlm.nih.gov/compound/19292,InChIKey=STAPBGVGYWCRTF-UHFFFAOYSA-M
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STCOOQWBFONSKY-UHFFFAOYSA-N,tributylfosfaat,TC4yPO4,tri-n-butylfosfaat,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_126-73-8,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,15158-85-7|80094-39-9|19824-61-4|126-73-8,"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3","['tributoxy-hydroxyphosphanium', 'Tributyl phosphate']",31357,CCCCOP(=O)(OCCCC)OCCCC,C12H27O4P,520,https://pubchem.ncbi.nlm.nih.gov/compound/31357,InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STEPQTYSZVCJPV-UHFFFAOYSA-N,metazachloor,mzCl,metazachlor,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_67129-08-2,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,67129-08-2,"InChI=1S/C14H16ClN3O/c1-11-5-3-6-12(2)14(11)18(13(19)9-15)10-17-8-4-7-16-17/h3-8H,9-10H2,1-2H3","2-chloro-N-(2,6-dimethylphenyl)-N-(pyrazol-1-ylmethyl)acetamide",49384,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,C14H16ClN3O,225,https://pubchem.ncbi.nlm.nih.gov/compound/49384,InChIKey=STEPQTYSZVCJPV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STJLVHWMYQXCPB-UHFFFAOYSA-N,propiconazol,propcnzl,propiconazol (som cis- en trans-),,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_60207-90-1,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,60207-90-1|75881-82-2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C15H17Cl2N3O2,1187,https://pubchem.ncbi.nlm.nih.gov/compound/43234,InChIKey=STJLVHWMYQXCPB-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STJMRWALKKWQGH-UHFFFAOYSA-N,clenbuterol,clenbtrl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,37148-27-9|50306-03-1|50499-60-0,"InChI=1S/C12H18Cl2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3","1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol",2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,C12H18Cl2N2O,,https://pubchem.ncbi.nlm.nih.gov/compound/2783,InChIKey=STJMRWALKKWQGH-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STJXCDGCXVZHDU-UHFFFAOYSA-N,"7H-dibenzo(c,g)carbazol",7HDbzcgcbzl,"7h-dibenzo(c,g)carbazol",,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,28641-62-5|194-59-2,"InChI=1S/C20H13N/c1-3-7-15-13(5-1)9-11-17-19(15)20-16-8-4-2-6-14(16)10-12-18(20)21-17/h1-12,21H",,9134,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54,C20H13N,,https://pubchem.ncbi.nlm.nih.gov/compound/9134,InChIKey=STJXCDGCXVZHDU-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STMIIPIFODONDC-UHFFFAOYSA-N,hexaconazool,Hxcnzl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,79983-71-4,"InChI=1S/C14H17Cl2N3O/c1-2-3-6-14(20,8-19-10-17-9-18-19)12-5-4-11(15)7-13(12)16/h4-5,7,9-10,20H,2-3,6,8H2,1H3","2-(2,4-dichlorophenyl)-1-(1,2,4-triazol-1-yl)hexan-2-ol",66461,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,C14H17Cl2N3O,,https://pubchem.ncbi.nlm.nih.gov/compound/66461,InChIKey=STMIIPIFODONDC-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/STNJBCKSHOAVAJ-UHFFFAOYSA-N,2-methyl-2 propenal,2Cy12C3eal,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,78-85-3,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",2-methylprop-2-enal,6562,CC(=C)C=O,C4H6O,,https://pubchem.ncbi.nlm.nih.gov/compound/6562,InChIKey=STNJBCKSHOAVAJ-UHFFFAOYSA-N
